# N,K0,Re,CFL,VISC,STEPS,PALIN,SIG,TIME,DT,MINUTES,FPS,U,L,TAU_L,T_OVER_TAU_L,E(J),TS,AVERAGE_KIND,SPECTRUM_SAMPLES,T_START,T_END,TOTAL_DT,FIRST_STEP,LAST_STEP
# 8192,10,895834.1375582933,0.1,1.1162780676405386e-06,1000,380,3,0.005405560786576635,5.434923878055997e-06,1.3450946410497029,12.378311155121732,0.9984041669479471,0.5216967398920705,0.5225306115126318,0.010344964806805312,19.67625810808117,2026-05-10T13:57:26Z,simulation-time trapezoid,11,5.384892111570201e-06,0.005405560786576635,0.005400175894465065,1,1000
normalized_radius,shell_sum_energy,count
0.012631017128128839,1.3066549678032168e+16,112
0.012688561625295715,1.6239435495703654e+16,224
0.012746106122462589,2.1577050117604148e+16,160
0.012803650619629462,1.2509519589310604e+16,176
0.012861195116796335,1.7982662377903192e+16,176
0.012918739613963209,2.517803815032625e+16,176
0.012976284111130085,6688755429590142.0,152
0.013033828608296959,2.6012418926070376e+16,220
0.013091373105463832,1.8371412720133116e+16,152
0.013148917602630705,9421310679079238.0,172
0.013206462099797579,2.4532984731083756e+16,196
0.013264006596964455,1.6954067789650562e+16,192
0.013321551094131329,9220446760536556.0,164
0.013379095591298202,2.5025214179971884e+16,220
0.013436640088465075,1.5290138273911598e+16,128
0.013494184585631949,1.1262793989272002e+16,212
0.013551729082798825,2.671208312536803e+16,184
0.013609273579965699,1.2230255657351174e+16,188
0.013666818077132572,1.4333895793238026e+16,172
0.013724362574299445,2.9705168204404692e+16,200
0.013781907071466318,4997161151209180.0,152
0.013839451568633195,2.048775850350017e+16,240
0.013896996065800069,2.43633602764808e+16,168
0.013954540562966942,9886197935869294.0,200
0.014012085060133815,2.128500956588901e+16,164
0.014069629557300688,2.0148336622414196e+16,228
0.014127174054467565,7345951115856447.0,144
0.014184718551634438,2.788479915878288e+16,268
0.014242263048801312,1.4510458934727342e+16,164
0.014299807545968185,9133854776717584.0,188
0.014357352043135058,2.8454253057866268e+16,192
0.014414896540301935,1.2011877059310588e+16,200
0.014472441037468808,1.5060383865223296e+16,208
0.014529985534635682,2.295076825630653e+16,192
0.014587530031802555,1.1119136979024084e+16,152
0.014645074528969428,2.0772772438535172e+16,268
0.014702619026136305,2.494576780723337e+16,184
0.014760163523303178,8994019562224203.0,196
0.014817708020470052,2.1943752923980784e+16,188
0.014875252517636925,1.9656067911510564e+16,224
0.014932797014803798,7298521152467208.0,152
0.014990341511970675,2.8152675001330684e+16,264
0.015047886009137548,1.3911859681663014e+16,168
0.015105430506304422,8456648434050787.0,208
0.015162975003471295,2.6945306759649124e+16,224
0.015220519500638168,1.4909206513892884e+16,224
0.015278063997805045,9184188434185012.0,188
0.015335608494971918,2.9401004981234876e+16,240
0.015393152992138791,1.0843243473934406e+16,160
0.015450697489305665,1.717344514416329e+16,240
0.015508241986472538,2.766456910264325e+16,208
0.015565786483639415,9622197717254696.0,216
0.015623330980806288,1.6429788625147392e+16,188
0.015680875477973165,2.505272790335038e+16,244
0.015738419975140035,7840767068109410.0,184
0.01579596447230691,2.3938210598991068e+16,260
0.01585350896947378,1.7802307577189982e+16,192
0.015911053466640658,8083365239503827.0,188
0.015968597963807535,2.754563063416677e+16,252
0.016026142460974405,1.3983568051519376e+16,224
0.01608368695814128,7760715780463979.0,168
0.01614123145530815,3.092668819622024e+16,288
0.016198775952475028,1.1555613026529526e+16,176
0.016256320449641905,1.349218260988494e+16,252
0.016313864946808775,3.075108799614354e+16,208
0.01637140944397565,9721401742957686.0,236
0.01642895394114252,1.281052203701187e+16,196
0.016486498438309398,2.744745327719003e+16,248
0.016544042935476275,8827369154541431.0,188
0.016601587432643145,2.4321805527292564e+16,284
0.01665913192981002,1.7652660373833446e+16,208
0.01671667642697689,8380009905970903.0,232
0.016774220924143768,2.392636227868609e+16,212
0.016831765421310645,1.8667716598961612e+16,268
0.016889309918477514,7735656657469029.0,176
0.01694685441564439,2.7411328697519984e+16,276
0.01700439891281126,1.3858513543706458e+16,192
0.017061943409978138,1.1306183688462716e+16,256
0.017119487907145015,2.6742102112353988e+16,232
0.017177032404311884,1.5935194721051026e+16,256
0.01723457690147876,9120160430440626.0,212
0.01729212139864563,3.1400141114111868e+16,252
0.017349665895812508,9143121066825212.0,192
0.017407210392979384,1.8829321961023772e+16,284
0.017464754890146254,2.2910419678829376e+16,224
0.01752229938731313,8163634544031654.0,228
